Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:18:57,1,1,TRACE1,453.890,272.382,-22.154,-,16.9255,16.2851,16.5811,17.1605,,36.9748,35.9198,36.4804,38.0020,,38.0499,36.9846,37.5589,39.0258,,39.2636,38.0510,38.7131,40.2648,,,64.1168,64.4021,61.9894,,,63.0523,63.3107,60.9244,,,61.9432,62.2150,59.7113,,0.4312,0.4164,0.4105,0.4069,,0.5292,0.5139,0.5102,0.4977,,3.2935,3.4547,3.3503,3.5065,,1.6562,1.5632,1.6570,1.7763,,1.6373,1.8915,1.6934,1.7302,,3.0304,3.0007,3.0533,2.8834,,0.7095,0.6343,0.6475,0.6520,0.7457,0.8771,0.7933,0.8156,0.8252,0.9325,5.5319,5.5941,5.6059,5.6372,6.2712,2.7352,2.5911,2.7020,2.7217,3.1222,2.7968,3.0030,2.9039,2.9155,3.1490,5.1424,5.1029,5.1886,5.3051,5.7242,38.1192,36.9855,37.5968,39.1334,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:19:18,1,1,TRACE2,453.708,268.819,-22.154,-,16.2684,16.6327,16.7890,16.3185,,36.8797,37.0370,36.5519,36.4776,,37.9814,38.0834,37.5417,37.5204,,39.0681,39.1862,38.6304,38.6001,,,64.0376,62.2766,63.5027,,,62.9462,61.2522,62.4749,,,61.8536,60.1457,61.3911,,0.5054,0.3854,0.4293,0.3500,,0.6290,0.4887,0.5257,0.4405,,4.0650,3.5166,3.3595,3.2786,,2.1147,1.7491,1.7481,1.6413,,1.9504,1.7675,1.6114,1.6373,,3.6918,3.0180,3.0331,2.8294,,0.6313,0.7056,0.6237,0.6193,0.7507,0.8141,0.8844,0.8012,0.7846,0.9541,5.8818,6.1326,6.3112,5.6489,6.1965,3.0425,2.8369,3.2182,2.7736,2.9457,2.8393,3.2956,3.0930,2.8753,3.2508,5.1506,5.5904,5.4974,5.2228,5.7871,37.9739,38.1116,37.5911,37.5388,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:19:40,1,1,TRACE3,448.293,272.428,-22.154,-,16.8502,16.1471,16.0174,16.8392,,38.1178,38.7483,37.7325,37.8648,,39.1514,39.8430,38.8487,38.9291,,40.4007,40.9021,39.9346,40.0791,,,60.8720,61.4166,63.3489,,,59.8119,60.2887,62.2278,,,58.6569,59.2213,61.0906,,0.3647,0.3791,0.4292,0.4074,,0.4556,0.4741,0.5320,0.5051,,3.3694,3.4814,3.5021,3.6255,,1.7419,1.5384,1.8411,1.8376,,1.6274,1.9430,1.6610,1.7879,,2.9334,2.9964,3.1016,3.0779,,0.7355,0.6699,0.6969,0.7047,0.6443,0.9349,0.8361,0.8642,0.8798,0.8097,6.9533,6.4686,5.9658,6.3685,5.4091,3.4011,3.0338,2.8209,2.8331,2.6213,3.5522,3.4348,3.1448,3.5354,2.7878,6.0839,5.6264,5.5617,5.8130,4.9237,39.2592,39.8252,38.8336,38.9720,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:20:01,1,1,TRACE4,444.741,272.695,-22.154,-,16.4424,16.9961,17.1121,16.7300,,38.1718,39.2248,38.9704,40.4211,,39.2821,40.3029,40.0463,41.4880,,40.4793,41.5378,41.2942,42.6266,,,61.7626,59.6539,61.2954,,,60.6653,58.5546,60.2126,,,59.4324,57.2855,59.0386,,0.4899,0.5154,0.4962,0.4708,,0.5971,0.6267,0.6070,0.5849,,3.7245,4.1887,4.4349,3.7749,,1.8478,2.0560,2.1994,1.6610,,1.8768,2.1327,2.2355,2.1140,,3.3866,3.6187,3.7982,3.4724,,0.7618,0.7182,0.7204,0.6457,0.7067,0.9525,0.8976,0.9132,0.8205,0.8960,6.2412,6.1995,5.9652,5.9522,6.1486,3.0634,3.0279,2.9609,2.7913,2.8018,3.1777,3.1716,3.0042,3.1609,3.3469,5.9931,5.5860,5.5997,5.2830,5.5586,39.3255,40.3813,40.1323,41.5238,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:20:23,1,1,TRACE5,453.600,259.692,-22.149,-,16.0829,17.0794,17.1713,16.5267,,60.4552,59.9231,59.6858,58.8654,,62.2495,61.6182,61.3611,60.7008,,64.3439,64.1346,64.2917,63.4559,,,90.4207,88.9152,90.5106,,,88.7204,87.2212,88.7276,,,86.5229,84.3750,85.9641,,0.5606,0.4838,0.4935,0.5120,,0.6796,0.5958,0.6146,0.6311,,4.2611,3.9144,4.0860,3.8206,,2.2225,1.9307,2.0788,1.9272,,2.0386,1.9837,2.0073,1.8934,,3.8319,3.5664,3.7269,3.6620,,0.7823,0.6166,0.6965,0.7680,1.0209,1.0310,0.7742,0.8891,1.0047,1.3526,8.1030,5.5977,6.4008,7.3602,9.7739,4.3457,2.8307,3.2791,3.7651,5.6017,3.7573,2.7670,3.1216,3.5951,4.1722,6.9194,5.0996,5.8858,6.6597,8.4923,62.3995,62.0289,61.9888,61.1607,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:20:44,1,1,TRACE6,452.351,256.038,-22.152,-,17.0283,16.4344,16.3669,17.1039,,59.3641,60.0365,59.5138,60.7992,,61.0504,61.7742,61.2540,62.4712,,63.1305,63.8422,63.4554,64.9644,,,89.9417,91.2234,88.6021,,,88.2357,89.4422,86.9389,,,86.0355,87.3176,84.6664,53.4510,0.5540,0.5131,0.5019,0.4251,,0.6711,0.6360,0.6112,0.5260,,4.0053,4.4415,3.8942,3.4699,,1.9683,1.9379,1.9972,1.6297,,2.0370,2.5036,1.8970,1.8402,,3.7245,3.6967,3.4630,3.1065,,0.8321,0.5767,0.6233,0.6101,0.9891,1.0763,0.7287,0.7901,0.8014,1.3187,7.4707,4.9408,5.7571,6.4509,10.2711,3.7846,2.4775,3.0306,3.3397,5.3020,3.6861,2.4634,2.7265,3.1112,4.9690,6.9913,4.6878,5.5238,5.9172,9.0423,61.2473,61.9393,61.4846,62.8818,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:21:06,1,1,TRACE7,448.311,259.427,-22.151,-,16.8003,15.9848,16.2716,16.7133,,58.8176,59.5938,59.4388,61.0333,,60.5958,61.4640,61.3175,62.9592,,63.0788,63.7278,63.9749,65.6349,,,90.2479,90.5788,89.5850,,,88.4358,88.6508,87.7213,,,86.1423,86.1835,85.0360,,0.3640,0.4056,0.3962,0.4241,,0.4547,0.5022,0.4981,0.5269,,3.6872,3.8648,3.5220,3.9571,,2.0658,2.0594,1.6670,1.9707,,1.6215,1.8054,1.8550,1.9864,,2.9595,3.1966,3.1996,3.3142,,0.5569,0.4857,0.5420,0.6259,1.0190,0.7157,0.6246,0.7108,0.8183,1.3846,6.5095,6.2709,7.5579,7.9697,11.6516,3.3365,2.9476,3.8978,4.6266,6.6218,3.1730,3.3233,3.6601,3.3430,5.0297,5.5120,5.1463,6.2996,7.0127,9.9700,60.9482,61.6608,61.7068,63.3341,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:21:27,1,1,TRACE8,444.649,259.667,-22.151,-,16.9890,16.2829,16.8784,16.7508,,61.8846,61.5114,62.0039,62.2414,,63.6323,63.3738,63.7660,64.1737,,66.3955,65.6444,66.1172,66.9962,,,89.4591,87.0231,88.4813,,,87.6828,85.1281,86.6996,,,85.3461,82.7957,84.1785,,0.5353,0.5644,0.5378,0.5278,,0.6457,0.6847,0.6576,0.6493,,4.1263,4.4611,4.0627,3.7745,,2.0645,1.9936,1.9663,1.8195,,2.0618,2.4675,2.0964,1.9549,,3.5721,3.8511,3.7013,3.6200,,0.6598,0.6640,0.7075,0.7483,1.0827,0.8467,0.8299,0.8812,0.9654,1.4295,6.9866,5.9637,7.1365,8.1261,12.5068,3.5335,2.9914,3.7849,4.1863,6.5155,3.4531,2.9723,3.3516,3.9398,5.9913,5.9943,5.3625,6.1281,6.9742,10.0624,64.1401,63.5779,64.0605,64.6188,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:21:48,1,1,TRACE9,453.753,272.378,-22.152,-,16.5648,15.9590,16.2898,16.9642,,37.1377,36.1632,36.5359,38.0425,,38.1509,37.2007,37.5234,39.0279,,39.2671,38.1817,38.5476,40.1693,,,64.0056,64.1063,62.0561,,,62.9712,63.0712,61.0774,,,61.9472,62.0490,60.0031,,0.4494,0.3915,0.3821,0.3911,,0.5637,0.4881,0.4775,0.4794,,4.3544,3.4180,3.3689,3.0922,,2.1356,1.7431,1.6199,1.4991,,2.2188,1.6748,1.7490,1.5931,,3.5562,3.0855,2.9011,2.8081,,0.6687,0.6212,0.6350,0.6311,0.7116,0.8405,0.7856,0.8047,0.7890,0.9171,6.2983,6.6105,6.9312,7.0864,8.9662,2.7982,2.7869,3.1773,3.4535,4.3746,3.5000,3.8236,3.7539,3.6328,4.5916,5.3205,5.4794,5.4364,5.7339,6.5203,38.2024,37.1725,37.5418,39.1059,,
Mandl,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_13S-1_BA,2016-06-21 02:22:10,1,1,TRACE10,451.693,268.824,-22.154,-,16.3840,16.6802,16.7486,16.4044,,37.3916,37.1242,36.6161,36.4906,,38.4569,38.1762,37.6607,37.5203,,39.5446,39.2682,38.7584,38.5708,,,63.6553,62.3858,63.3002,,,62.6053,61.3246,62.2464,,,61.4978,60.2533,61.1267,,0.4600,0.4274,0.3714,0.4305,,0.5638,0.5321,0.4617,0.5346,,3.8254,3.8279,3.6144,3.7601,,1.8591,1.7554,1.7141,1.8760,,1.9663,2.0725,1.9003,1.8841,,3.4789,3.3605,2.9884,3.2345,,0.6383,0.5716,0.6149,0.6687,0.6920,0.7879,0.7295,0.7757,0.8474,0.8873,5.5419,5.0569,5.0449,6.5437,6.6897,2.6917,2.3827,2.4336,3.1665,2.8742,2.8502,2.6742,2.6113,3.3772,3.8155,4.9414,4.7527,4.8799,5.6205,5.8582,38.4681,38.1962,37.6873,37.5307,,
