Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:00:21,1,1,TRACE1,472.762,256.471,-22.159,-,16.9098,16.2916,16.1346,17.2694,,43.5268,42.7680,43.3188,43.3603,,44.6549,43.9422,44.4222,44.4349,,46.1880,45.2697,45.6276,45.9950,,,55.8504,57.8474,56.8257,,,54.6955,56.7208,55.7292,,,53.2293,55.5351,54.4191,12.5808,0.4204,0.4795,0.4165,0.4664,,0.5204,0.5970,0.5271,0.5722,,3.4886,3.7989,3.8067,3.5667,,1.8205,1.9179,1.8889,1.8206,,1.6681,1.8811,1.9178,1.7461,,3.1879,3.4858,3.2664,3.2893,,0.7255,0.6870,0.7515,0.7363,0.8895,0.8949,0.8936,0.9655,0.9483,1.1243,5.6301,6.4239,6.9173,7.0784,8.3103,2.7347,3.1130,3.0035,3.4743,3.9874,2.8954,3.3109,3.9139,3.6041,4.3229,5.2334,5.8446,6.2603,6.3961,6.7050,44.8574,44.0189,44.4732,44.6777,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:00:43,1,1,TRACE2,472.595,252.909,-22.158,-,16.3066,16.4395,16.9051,16.6667,,43.4329,42.9898,43.7418,43.5003,,44.5950,44.1105,44.8428,44.5939,,45.9213,45.3676,46.2296,45.9095,,,57.5349,56.4399,55.7517,,,56.4050,55.3319,54.6386,,,55.2102,54.0017,53.2295,,0.4992,0.4365,0.4562,0.3929,,0.6098,0.5416,0.5612,0.4851,,3.8943,3.3988,3.5820,3.1084,,1.8945,1.7209,1.8215,1.6204,,1.9998,1.6779,1.7605,1.4880,,3.5091,3.2353,3.2630,2.8747,,0.6981,0.6725,0.7945,0.7897,0.9274,0.8809,0.8457,0.9974,0.9930,1.1572,5.6916,5.9216,6.7154,6.6050,8.8861,2.6940,2.6797,3.1487,3.0004,3.9506,2.9975,3.2418,3.5667,3.6046,4.9355,5.2555,5.3649,5.9849,6.0941,7.0710,44.6771,44.1787,44.9857,44.7049,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:01:04,1,1,TRACE3,467.166,256.494,-22.159,-,16.2828,16.9100,16.8314,16.4412,,40.9566,41.0671,41.4003,41.8156,,42.1722,42.2802,42.6244,43.0290,,43.5012,43.8325,44.2180,44.4431,,,59.5995,57.3498,59.1710,,,58.4105,56.1244,57.9358,,,56.9990,54.5216,56.4090,,0.5071,0.4992,0.4661,0.4967,,0.6221,0.6203,0.5911,0.6180,,3.8131,3.8231,3.8180,3.7838,,1.9426,1.9654,1.7959,1.9124,,1.8705,1.8577,2.0220,1.8714,,3.6087,3.5996,3.6522,3.5799,,0.8660,0.7284,0.7393,0.7162,0.7730,1.1002,0.9170,0.9196,0.9038,0.9455,7.3304,5.9115,5.7341,5.9252,5.8181,3.7836,2.9917,2.8654,2.9526,2.9346,3.5468,2.9198,2.8686,2.9726,2.8835,6.5776,5.6294,5.4428,5.5475,5.4485,42.2289,42.4498,42.8091,43.1294,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:01:26,1,1,TRACE4,463.613,256.747,-22.156,-,16.6311,16.4174,16.0610,16.1540,,40.8831,42.0235,40.2131,40.8257,,42.0134,43.1740,41.4255,42.0293,,43.3689,44.5569,42.8242,43.5287,,,59.4726,58.9853,58.5229,,,58.3105,57.8034,57.3251,,,56.9298,56.4513,55.9443,,0.4583,0.4425,0.4330,0.4799,,0.5742,0.5535,0.5317,0.5908,,4.1530,4.0393,4.0146,4.0036,,1.9175,1.6799,2.1405,1.9457,,2.2355,2.3595,1.8741,2.0579,,3.5553,3.3445,3.3492,3.6025,,0.9463,0.7450,0.7316,0.6721,0.7036,1.2018,0.9581,0.9015,0.8419,0.8848,9.1349,7.2734,6.5899,6.0476,6.8216,4.7257,3.3676,2.6925,2.8300,3.0315,4.4092,3.9058,3.8974,3.2176,3.7901,7.2207,6.4315,5.7181,5.5307,5.8064,42.1260,43.2902,41.5186,42.1772,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:01:47,1,1,TRACE5,472.525,243.783,-22.156,-,16.0029,16.8046,17.1704,16.2837,,66.7221,66.9440,67.0796,67.3561,,68.3694,68.4808,68.5939,68.9373,,69.9297,70.2299,70.6661,70.9102,,,82.7961,83.9585,81.4827,,,81.2332,82.4306,79.9569,,,79.6888,80.4871,77.9756,,0.5460,0.4933,0.5109,0.4882,,0.6765,0.6007,0.6254,0.6219,,4.3442,3.8765,3.7792,3.9785,,2.0570,1.8855,1.8459,1.9286,,2.2871,1.9911,1.9333,2.0499,,3.9872,3.4740,3.5213,3.7781,,0.7879,0.6156,0.6844,0.9335,1.6285,1.0116,0.7868,0.8835,1.2295,2.1055,8.1706,5.7651,6.5280,9.6165,15.0153,4.1168,2.9393,3.1312,5.8273,7.7833,4.0538,2.8258,3.3969,3.7892,7.2319,6.9535,5.3414,6.0689,8.7361,13.2116,68.3259,68.5869,68.8728,69.1331,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:02:09,1,1,TRACE6,471.292,240.123,-22.156,-,16.6552,16.7204,15.9093,17.0459,,67.5964,67.1903,66.7463,68.2949,,69.1720,68.7385,68.3422,69.9110,,70.9212,70.5543,69.9789,72.2008,,,82.9398,82.8691,82.8616,,,81.4252,81.2742,81.2427,,,79.6964,79.5209,79.2848,38.1635,0.4379,0.4762,0.4239,0.4734,,0.5404,0.5871,0.5261,0.5804,,3.6558,3.5359,3.3225,3.4984,,1.6044,1.6553,1.6554,1.7369,,2.0514,1.8806,1.6671,1.7615,,3.2885,3.3243,3.1307,3.2905,,0.7593,0.6316,0.6680,0.9192,1.5807,1.0035,0.8153,0.8673,1.2046,2.0497,7.5144,5.8413,7.8684,8.6123,14.3859,3.8082,2.8363,4.2639,4.9654,8.2122,3.7063,3.0050,3.6045,3.6469,6.1737,6.6672,5.6262,6.4181,7.9026,12.9172,69.2588,68.8723,68.3626,70.2478,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:02:30,1,1,TRACE7,467.238,243.496,-22.158,-,16.2377,16.9742,16.8859,16.3568,,67.4244,65.7415,66.3493,65.9691,,69.1565,67.3480,68.0613,67.6740,,70.9409,69.3016,70.1199,69.5085,,,84.7063,83.4032,84.2339,,,83.0248,81.7685,82.5062,,,81.1714,79.7563,80.5785,,0.5896,0.5099,0.5121,0.5713,,0.7251,0.6302,0.6332,0.7030,,4.3573,3.8856,3.8230,4.6347,,2.0829,1.7882,1.7270,2.1631,,2.2744,2.0975,2.0960,2.4716,,4.0411,3.6616,3.6222,4.1445,,0.9829,0.7455,0.7865,0.9406,1.2735,1.2775,0.9151,0.9859,1.2410,1.7133,9.6049,6.4421,7.4487,10.6119,13.5474,5.0846,3.3191,4.0511,6.4044,7.8322,4.5203,3.1231,3.3975,4.2075,5.7152,8.4315,5.9502,6.7580,8.8381,11.4398,69.1827,67.5216,68.2346,67.7388,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:02:52,1,1,TRACE8,463.576,243.720,-22.158,-,16.6465,17.0302,16.6194,16.5625,,64.9166,64.4595,64.8050,65.6101,,66.6253,66.1602,66.5575,67.4230,,68.6020,68.2112,68.5522,69.6739,,,84.2234,86.6110,84.0955,,,82.5509,84.9179,82.2689,,,80.5227,82.8923,80.1251,,0.4931,0.4483,0.5023,0.6180,,0.6094,0.5553,0.6175,0.7507,,4.0568,3.6326,4.2882,4.5664,,1.9605,1.7944,2.1931,2.0303,,2.0963,1.8382,2.0951,2.5361,,3.6219,3.2092,3.5837,4.1152,,0.8965,0.5942,0.5913,0.8412,0.9804,1.1753,0.7649,0.7545,1.1350,1.3724,9.6674,7.7101,7.1413,10.0266,12.5606,5.7393,4.1123,4.2650,5.9405,6.7545,3.9281,3.5978,2.8763,4.0861,5.8062,8.6570,6.1310,5.8684,9.1113,10.7562,66.7593,66.3353,66.6786,67.6420,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:03:13,1,1,TRACE9,472.625,256.467,-22.159,-,16.7495,16.1529,16.1884,17.1979,,43.6686,42.7730,43.3185,43.1687,,44.8594,43.9280,44.4180,44.2868,,46.2450,45.2523,45.6097,45.8162,,,55.8428,57.6383,56.9414,,,54.6148,56.5150,55.8476,,,53.1467,55.3701,54.4946,,0.3891,0.4339,0.4640,0.4690,,0.4844,0.5420,0.5719,0.5724,,3.6544,3.5657,3.7383,3.7911,,1.8248,1.8685,1.8912,2.0212,,1.8296,1.6972,1.8471,1.7698,,3.0645,3.3140,3.3134,3.2296,,0.6389,0.6768,0.6987,0.7277,0.7407,0.7936,0.8591,0.8821,0.9140,0.9407,5.6572,5.8071,6.1852,6.8095,6.6760,2.5804,2.7524,2.7241,3.2770,3.0486,3.0768,3.0547,3.4611,3.5324,3.6274,4.9755,5.3155,5.6135,5.9434,5.4950,44.9568,44.0126,44.4641,44.4924,,
Tomevi,Small Etching Device_ORB0004_Innenlage_BA_modyfied,Innenlage,Etching_Trials,BA,Back,Vorab_1A-6_BA,2016-06-18 02:03:34,1,1,TRACE10,470.580,252.905,-22.158,-,16.2773,16.4225,16.8404,16.7151,,43.2900,43.1819,44.0811,43.4091,,44.4314,44.3059,45.1890,44.5287,,45.7998,45.5645,46.5543,45.8475,,,57.5059,56.1163,55.7760,,,56.3810,55.0023,54.6197,,,55.1642,53.6827,53.1838,,0.4602,0.4382,0.4364,0.4205,,0.5692,0.5417,0.5437,0.5159,,4.1074,3.8691,3.7383,3.5476,,1.9540,1.7831,1.9754,1.7308,,2.1534,2.0861,1.7629,1.8167,,3.5344,3.2880,3.4716,3.1844,,0.5426,0.6755,0.7288,0.7300,0.7361,0.6884,0.8329,0.9069,0.9189,0.9428,5.2440,6.4072,6.8905,6.2647,6.2076,2.6035,3.2760,2.8698,2.9987,2.8762,2.6405,3.1313,4.0206,3.2660,3.3314,4.6071,5.2260,5.7757,5.7530,5.8303,44.5449,44.3732,45.3177,44.6283,,
